,gene_id,log2_RE_FC,Z_score,gene_name,gene_biotype
5797,ENSG00000141933,0.385690234,-11.07778174,TPGS1,protein_coding
1451,ENSG00000067221,0.385302997,-2.645908408,STOML1,protein_coding
3708,ENSG00000171161,0.38498803,-4.967613853,ZNF672,protein_coding
4209,ENSG00000175390,0.384745051,-5.709283406,EIF3F,protein_coding
2271,ENSG00000176142,0.384508575,-3.321325756,TMEM39A,protein_coding
2647,ENSG00000113569,0.384040259,-3.695779736,NUP155,protein_coding
1603,ENSG00000101115,0.383676861,-2.769079667,SALL4,protein_coding
2488,ENSG00000164465,0.383637164,-3.532255076,DCBLD1,protein_coding
4422,ENSG00000162552,0.383183666,-6.100895169,WNT4,protein_coding
3102,ENSG00000152990,0.382924437,-4.194624763,ADGRA3,protein_coding
6005,ENSG00000041802,0.382743504,-13.28536583,LSG1,protein_coding
2319,ENSG00000137161,0.382458874,-3.364760957,CNPY3,protein_coding
3908,ENSG00000160401,0.382402934,-5.256805252,CFAP157,protein_coding
4787,ENSG00000030582,0.382233214,-6.906620601,GRN,protein_coding
3443,ENSG00000138035,0.382117615,-4.589229333,PNPT1,protein_coding
5151,ENSG00000107789,0.381898387,-7.974191059,MINPP1,protein_coding
2030,ENSG00000108932,0.381626327,-3.130245502,SLC16A6,protein_coding
542,ENSG00000263571,0.381539209,-2.024692007,NA,lncRNA
652,ENSG00000104852,0.381516352,-2.10210136,SNRNP70,protein_coding
561,ENSG00000176092,0.381186654,-2.03882998,CRYBG2,protein_coding
2617,ENSG00000290833,0.381084368,-3.665593135,NA,lncRNA
3613,ENSG00000143147,0.380963602,-4.816760788,GPR161,protein_coding
3915,ENSG00000188807,0.380761019,-5.269767634,TMEM201,protein_coding
5854,ENSG00000244187,0.380570297,-11.68282485,TMEM141,protein_coding
369,ENSG00000185885,0.380374393,2.344535073,IFITM1,protein_coding
3517,ENSG00000006062,0.379866354,-4.696946768,MAP3K14,protein_coding
1764,ENSG00000198952,0.379351922,-2.90437871,SMG5,protein_coding
599,ENSG00000130429,0.379061981,-2.062303027,ARPC1B,protein_coding
5574,ENSG00000185386,0.37903763,-9.670837998,MAPK11,protein_coding
778,ENSG00000006756,0.378759593,-2.174189117,ARSD,protein_coding
2306,ENSG00000196123,0.378729718,-3.355154514,MATCAP1,protein_coding
3827,ENSG00000107521,0.378719348,-5.103097032,HPS1,protein_coding
5967,ENSG00000177685,0.378415384,-12.86425642,CRACR2B,protein_coding
1626,ENSG00000250243,0.378164888,-2.786720995,NA,lncRNA
3364,ENSG00000170037,0.378092901,-4.49655515,CNTROB,protein_coding
3460,ENSG00000197162,0.377945799,-4.605498048,ZNF785,protein_coding
1435,ENSG00000114547,0.377862458,-2.632180064,ROPN1B,protein_coding
1176,ENSG00000233644,0.377859934,-2.444141107,ARHGEF7-IT1,lncRNA
5532,ENSG00000169964,0.377571325,-9.50490745,TMEM42,protein_coding
2473,ENSG00000060339,0.377529448,-3.515028262,CCAR1,protein_coding
5354,ENSG00000135535,0.377507348,-8.755332931,CD164,protein_coding
3018,ENSG00000134245,0.377402991,-4.072568686,WNT2B,protein_coding
4967,ENSG00000171574,0.377315592,-7.40283525,ZNF584,protein_coding
3390,ENSG00000091073,0.377094208,-4.527056567,DTX2,protein_coding
873,ENSG00000250506,0.376947501,-2.24233367,CDK3,protein_coding
3320,ENSG00000278259,0.376934467,-4.445595316,MYO19,protein_coding
1093,ENSG00000227082,0.376757826,-2.383582599,LINC02798,lncRNA
4487,ENSG00000171798,0.376245351,-6.229484881,KNDC1,protein_coding
3069,ENSG00000170266,0.375468239,-4.151445102,GLB1,protein_coding
3008,ENSG00000158793,0.374864021,-4.060152122,NIT1,protein_coding
1521,ENSG00000204859,0.374718587,-2.698155365,ZBTB48,protein_coding
3091,ENSG00000234139,0.3745662,-4.181843401,NA,lncRNA
4259,ENSG00000127580,0.374283579,-5.774619342,WDR24,protein_coding
1950,ENSG00000166432,0.373974751,-3.065510967,ZMAT1,protein_coding
448,ENSG00000125534,0.373651969,2.121179677,PPDPF,protein_coding
2092,ENSG00000163507,0.373602617,-3.174706019,CIP2A,protein_coding
491,ENSG00000129347,0.37358452,-2.000550245,KRI1,protein_coding
2657,ENSG00000259199,0.373481322,-3.705816596,NA,lncRNA
100,ENSG00000261459,0.373441885,3.915532467,NA,protein_coding
3905,ENSG00000187954,0.373295344,-5.246086548,ZFTRAF1,protein_coding
950,ENSG00000126749,0.373098597,-2.285177665,EMG1,protein_coding
5463,ENSG00000186834,0.373083856,-9.20365057,HEXIM1,protein_coding
1750,ENSG00000127152,0.372763495,-2.892628902,BCL11B,protein_coding
753,ENSG00000229649,0.372705141,-2.159443506,LINC02681,lncRNA
3777,ENSG00000113248,0.372386086,-5.042228523,PCDHB15,protein_coding
2797,ENSG00000070413,0.372349956,-3.851721208,DGCR2,protein_coding
222,ENSG00000248185,0.372165619,2.983395304,NA,processed_pseudogene
347,ENSG00000166002,0.371992188,2.428845301,SMCO4,protein_coding
662,ENSG00000065057,0.371804013,-2.107017525,NTHL1,protein_coding
5092,ENSG00000166619,0.371723169,-7.786291293,BLCAP,protein_coding
191,ENSG00000233822,0.371496295,3.158130645,H2BC15,protein_coding
5599,ENSG00000132563,0.371208634,-9.833615331,REEP2,protein_coding
3073,ENSG00000127561,0.37091229,-4.15558407,SYNGR3,protein_coding
702,ENSG00000181240,0.370683467,-2.132060655,SLC25A41,protein_coding
983,ENSG00000288573,0.370601274,-2.30262077,NA,lncRNA
1658,ENSG00000204519,0.370332002,-2.819371319,ZNF551,protein_coding
4387,ENSG00000241307,0.36993157,-6.029616301,RPL7AP24,processed_pseudogene
306,ENSG00000273802,0.369879901,2.585117791,H2BC8,protein_coding
688,ENSG00000166435,0.369745322,-2.122899752,XRRA1,protein_coding
5626,ENSG00000101493,0.369665973,-10.01543584,ZNF516,protein_coding
1189,ENSG00000205559,0.369642679,-2.453659574,CHKB-DT,lncRNA
383,ENSG00000172399,0.369531834,2.306199287,MYOZ2,protein_coding
1990,ENSG00000056558,0.369484616,-3.09854776,TRAF1,protein_coding
4983,ENSG00000287839,0.369396883,-7.440820155,NA,lncRNA
387,ENSG00000213722,0.369359483,2.293023419,DDAH2,protein_coding
4654,ENSG00000169718,0.369211174,-6.600192249,DUS1L,protein_coding
1102,ENSG00000003402,0.368969312,-2.388093627,CFLAR,protein_coding
336,ENSG00000277775,0.368496871,2.486743766,H3C7,protein_coding
1812,ENSG00000072274,0.368407105,-2.948840825,TFRC,protein_coding
3041,ENSG00000213366,0.36840409,-4.101211323,GSTM2,protein_coding
5135,ENSG00000196724,0.368220658,-7.922028178,ZNF418,protein_coding
3806,ENSG00000001036,0.368179761,-5.079775796,FUCA2,protein_coding
2881,ENSG00000142330,0.368156952,-3.933357758,CAPN10,protein_coding
4124,ENSG00000147996,0.367947491,-5.595489268,ZNG1E,protein_coding
4518,ENSG00000136295,0.367927583,-6.286569908,TTYH3,protein_coding
963,ENSG00000215193,0.367868007,-2.293391891,PEX26,protein_coding
4390,ENSG00000140995,0.367449699,-6.035144915,DEF8,protein_coding
3604,ENSG00000066230,0.367343711,-4.807619122,SLC9A3,protein_coding
4510,ENSG00000103502,0.367186753,-6.27423371,CDIPT,protein_coding
5631,ENSG00000115234,0.366804975,-10.03102461,SNX17,protein_coding
489,ENSG00000150977,0.366766462,2.000830097,RILPL2,protein_coding
1716,ENSG00000197406,0.366705328,-2.86600837,DIO3,protein_coding
1092,ENSG00000173988,0.366682255,-2.382575641,LRRC63,protein_coding
3787,ENSG00000178761,0.366675442,-5.051725435,FAM219B,protein_coding
1313,ENSG00000150961,0.366672678,-2.542907367,SEC24D,protein_coding
700,ENSG00000290673,0.366500016,-2.129256033,NA,lncRNA
1240,ENSG00000239219,0.366263256,-2.491532496,FHL1P1,lncRNA
733,ENSG00000180176,0.366035289,-2.148824691,TH,protein_coding
2098,ENSG00000290835,0.365707494,-3.176719584,NA,lncRNA
4971,ENSG00000106603,0.365343236,-7.414770251,COA1,protein_coding
324,ENSG00000274290,0.365158974,2.533635204,H2BC6,protein_coding
802,ENSG00000269883,0.365126819,-2.192116221,NA,lncRNA
3869,ENSG00000049239,0.36511028,-5.185930401,H6PD,protein_coding
6176,ENSG00000175197,0.364785344,-17.26725744,DDIT3,protein_coding
648,ENSG00000120697,0.364469339,-2.097406859,ALG5,protein_coding
2726,ENSG00000151640,0.364144251,-3.780673712,DPYSL4,protein_coding
2314,ENSG00000180096,0.364143124,-3.359370161,SEPTIN1,protein_coding
4891,ENSG00000284130,0.364090308,-7.161224408,TUBA3FP,protein_coding
3343,ENSG00000105677,0.363774317,-4.470984917,TMEM147,protein_coding
1694,ENSG00000161643,0.363555109,-2.848613455,SIGLEC16,protein_coding
4749,ENSG00000103351,0.363371121,-6.830571598,CLUAP1,protein_coding
377,ENSG00000002330,0.362650083,2.326566798,BAD,protein_coding
3878,ENSG00000172270,0.362567167,-5.204426766,BSG,protein_coding
653,ENSG00000149554,0.362504277,-2.10226502,CHEK1,protein_coding
1928,ENSG00000273295,0.36246986,-3.04413553,NA,lncRNA
3448,ENSG00000248103,0.36246407,-4.598556456,NA,lncRNA
4405,ENSG00000136816,0.362317441,-6.071702733,TOR1B,protein_coding
3445,ENSG00000156162,0.362188148,-4.593373984,DPY19L4,protein_coding
2409,ENSG00000105339,0.36198903,-3.451215744,DENND3,protein_coding
1498,ENSG00000136378,0.361969387,-2.675180727,ADAMTS7,protein_coding
1259,ENSG00000163913,0.361675392,-2.505483059,IFT122,protein_coding
1929,ENSG00000131446,0.361609976,-3.044418337,MGAT1,protein_coding
3527,ENSG00000181588,0.361209929,-4.703427028,MEX3D,protein_coding
1977,ENSG00000225205,0.360756268,-3.08975706,PDK1-AS1,lncRNA
1514,ENSG00000115255,0.360715026,-2.685865281,REEP6,protein_coding
174,ENSG00000269968,0.360389587,3.275173641,NA,lncRNA
1944,ENSG00000245888,0.359985366,-3.0619635,NSMCE1-DT,lncRNA
6160,ENSG00000130511,0.359880537,-16.84186503,SSBP4,protein_coding
749,ENSG00000137413,0.359230014,-2.158534773,TAF8,protein_coding
3709,ENSG00000177119,0.358864628,-4.969224862,ANO6,protein_coding
841,ENSG00000291124,0.358598472,-2.220426374,NA,lncRNA
1226,ENSG00000099385,0.358460059,-2.479558641,BCL7C,protein_coding
1644,ENSG00000100711,0.358399336,-2.806394175,ZFYVE21,protein_coding
2814,ENSG00000093183,0.357622837,-3.866986876,SEC22C,protein_coding
4189,ENSG00000123064,0.357242387,-5.690219991,DDX54,protein_coding
1551,ENSG00000172594,0.357177365,-2.721460953,SMPDL3A,protein_coding
4253,ENSG00000181638,0.357001659,-5.763053537,ZFP41,protein_coding
2432,ENSG00000114982,0.356689498,-3.473103159,KANSL3,protein_coding
3504,ENSG00000187531,0.356605554,-4.673744532,SIRT7,protein_coding
5382,ENSG00000112081,0.356600683,-8.846263549,SRSF3,protein_coding
425,ENSG00000250948,0.356315859,2.166002236,NA,lncRNA
286,ENSG00000291096,0.35620515,2.650424413,NA,lncRNA
871,ENSG00000176845,0.356013,-2.241121229,METRNL,protein_coding
4065,ENSG00000095906,0.355769735,-5.51351125,NUBP2,protein_coding
2230,ENSG00000186235,0.355366151,-3.285875315,LINC02610,lncRNA
4686,ENSG00000099804,0.354882815,-6.673700971,CDC34,protein_coding
3978,ENSG00000197363,0.354828064,-5.377780877,ZNF517,protein_coding
1185,ENSG00000198951,0.354240242,-2.451420043,NAGA,protein_coding
2282,ENSG00000246982,0.353879467,-3.334916241,BRPF3-AS1,lncRNA
1622,ENSG00000177225,0.353465783,-2.785140172,GATD1,protein_coding
2839,ENSG00000224870,0.353326912,-3.891132454,MRPL20-AS1,lncRNA
3544,ENSG00000141314,0.353275299,-4.724491819,RHBDL3,protein_coding
2815,ENSG00000292372,0.353056227,-3.867415429,WASH6P,protein_coding
3906,ENSG00000198856,0.352932192,-5.252637683,OSTC,protein_coding
6170,ENSG00000278816,0.352812304,-17.07094229,NA,lncRNA
4723,ENSG00000146592,0.352787826,-6.770775274,CREB5,protein_coding
3202,ENSG00000181826,0.35235452,-4.303933054,RELL1,protein_coding
1948,ENSG00000225614,0.352232852,-3.064670708,ZNF469,protein_coding
2803,ENSG00000182484,0.352108571,-3.856500336,WASH6P,protein_coding
4662,ENSG00000171861,0.35185632,-6.622682316,MRM3,protein_coding
583,ENSG00000040531,0.351443671,-2.053440831,CTNS,protein_coding
849,ENSG00000112312,0.351314359,-2.225879988,GMNN,protein_coding
513,ENSG00000145555,0.351186345,-2.011434007,MYO10,protein_coding
1858,ENSG00000158042,0.350875605,-2.984329192,MRPL17,protein_coding
4771,ENSG00000130844,0.35087109,-6.875416523,ZNF331,protein_coding
2379,ENSG00000277806,0.35060769,-3.417488955,NA,lncRNA
4093,ENSG00000166965,0.350405025,-5.555072499,RCCD1,protein_coding
581,ENSG00000268895,0.350079364,-2.052804832,A1BG-AS1,lncRNA
4934,ENSG00000142949,0.349630735,-7.296953144,PTPRF,protein_coding
5191,ENSG00000214026,0.349407104,-8.125095825,MRPL23,protein_coding
1905,ENSG00000064115,0.349289345,-3.01917744,TM7SF3,protein_coding
4668,ENSG00000241852,0.348445504,-6.633943277,C8orf58,protein_coding
4535,ENSG00000103257,0.348403621,-6.322191398,SLC7A5,protein_coding
2347,ENSG00000139921,0.348314674,-3.382514685,TMX1,protein_coding
4116,ENSG00000291099,0.348201372,-5.58309572,NA,lncRNA
2470,ENSG00000286532,0.347750772,-3.508639889,PARTICL,lncRNA
3166,ENSG00000187049,0.347327076,-4.268205324,TMEM216,protein_coding
4443,ENSG00000171302,0.347164212,-6.131622378,CANT1,protein_coding
4442,ENSG00000148334,0.346869204,-6.128748258,PTGES2,protein_coding
1566,ENSG00000186684,0.346749337,-2.732796644,CYP27C1,protein_coding
3219,ENSG00000105583,0.346739359,-4.325600301,WDR83OS,protein_coding
2525,ENSG00000167113,0.346584144,-3.569219133,COQ4,protein_coding
4947,ENSG00000167578,0.346451095,-7.362672043,RAB4B,protein_coding
5363,ENSG00000104731,0.346209727,-8.775631892,KLHDC4,protein_coding
1414,ENSG00000168067,0.346155978,-2.614511858,MAP4K2,protein_coding
5774,ENSG00000162775,0.346022169,-10.91231575,RBM15,protein_coding
4238,ENSG00000186908,0.346014809,-5.740447767,ZDHHC17,protein_coding
1491,ENSG00000103064,0.345988103,-2.66781071,SLC7A6,protein_coding
4640,ENSG00000196743,0.345883714,-6.558569212,GM2A,protein_coding
4218,ENSG00000146834,0.345833272,-5.715852016,MEPCE,protein_coding
2538,ENSG00000100228,0.345812629,-3.58046214,RAB36,protein_coding
6214,ENSG00000156873,0.34564581,-19.31930116,PHKG2,protein_coding
467,ENSG00000258655,0.345611253,2.060736202,ARHGAP5-AS1,lncRNA
1811,ENSG00000169105,0.345603423,-2.948834412,CHST14,protein_coding
4661,ENSG00000214562,0.345400635,-6.622632043,NUTM2D,protein_coding
3078,ENSG00000170540,0.345214469,-4.160681232,ARL6IP1,protein_coding
3884,ENSG00000110917,0.344998052,-5.219741636,MLEC,protein_coding
450,ENSG00000223529,0.344838375,2.111410165,EEF1A1P8,processed_pseudogene
3325,ENSG00000137563,0.344818793,-4.454506653,GGH,protein_coding
4605,ENSG00000139180,0.344634692,-6.468157548,NDUFA9,protein_coding
4039,ENSG00000126091,0.344576888,-5.470943341,ST3GAL3,protein_coding
5229,ENSG00000163832,0.344451001,-8.257401075,ELP6,protein_coding
3250,ENSG00000130234,0.344223741,-4.359693903,ACE2,protein_coding
4575,ENSG00000099326,0.344168443,-6.405269577,MZF1,protein_coding
930,ENSG00000110911,0.343919422,-2.271872054,SLC11A2,protein_coding
5222,ENSG00000175182,0.34384093,-8.230217982,FAM131A,protein_coding
1568,ENSG00000239382,0.343721346,-2.737991669,ALKBH6,protein_coding
2696,ENSG00000070729,0.343625953,-3.756059128,CNGB1,protein_coding
3694,ENSG00000100911,0.343289966,-4.938823238,PSME2,protein_coding
6139,ENSG00000185800,0.343266279,-16.25899374,DMWD,protein_coding
2508,ENSG00000127578,0.343139388,-3.551916374,WFIKKN1,protein_coding
2249,ENSG00000034152,0.34297599,-3.298524702,MAP2K3,protein_coding
723,ENSG00000276791,0.342966378,-2.141891752,NA,lncRNA
4553,ENSG00000272031,0.342920865,-6.36255814,ANKRD34A,protein_coding
3965,ENSG00000185825,0.342844673,-5.344359936,BCAP31,protein_coding
5754,ENSG00000107404,0.342803239,-10.70767048,DVL1,protein_coding
4180,ENSG00000187097,0.34279461,-5.671278189,ENTPD5,protein_coding
4853,ENSG00000157184,0.342750642,-7.075863054,CPT2,protein_coding
1892,ENSG00000180917,0.342550282,-3.011126335,CMTR2,protein_coding
6232,ENSG00000067840,0.342436741,-21.2259779,PDZD4,protein_coding
3717,ENSG00000116754,0.342108494,-4.980375448,SRSF11,protein_coding
2080,ENSG00000172602,0.341854183,-3.164956078,RND1,protein_coding
2148,ENSG00000248664,0.340873782,-3.224258753,NA,lncRNA
2527,ENSG00000180198,0.340716725,-3.571357747,RCC1,protein_coding
5924,ENSG00000186010,0.340650734,-12.33488121,NDUFA13,protein_coding
985,ENSG00000171443,0.340487122,-2.303576911,ZNF524,protein_coding
3033,ENSG00000141696,0.34018631,-4.09131457,P3H4,protein_coding
2461,ENSG00000161791,0.339956134,-3.498280751,FMNL3,protein_coding
3264,ENSG00000116906,0.339919055,-4.376484709,GNPAT,protein_coding
1996,ENSG00000108639,0.339815019,-3.102397773,SYNGR2,protein_coding
1597,ENSG00000215041,0.339472199,-2.762927313,NEURL4,protein_coding
3015,ENSG00000182173,0.339322395,-4.065153436,TSEN54,protein_coding
1895,ENSG00000198216,0.339074992,-3.014469851,CACNA1E,protein_coding
2235,ENSG00000143401,0.338981881,-3.289978911,ANP32E,protein_coding
2018,ENSG00000167272,0.338832413,-3.118338133,POP5,protein_coding
2076,ENSG00000186501,0.338406759,-3.162336623,TMEM222,protein_coding
2552,ENSG00000138613,0.338387322,-3.599514416,APH1B,protein_coding
2430,ENSG00000075035,0.337995054,-3.469543259,WSCD2,protein_coding
3638,ENSG00000106144,0.337800683,-4.851312471,CASP2,protein_coding
1995,ENSG00000112787,0.337615795,-3.100564755,FBRSL1,protein_coding
1390,ENSG00000136546,0.337364567,-2.597700137,SCN7A,protein_coding
2846,ENSG00000173269,0.337202252,-3.897441402,MMRN2,protein_coding
2181,ENSG00000100316,0.336924462,-3.248994615,RPL3,protein_coding
3289,ENSG00000160688,0.336869439,-4.410443991,FLAD1,protein_coding
6065,ENSG00000197976,0.336694847,-14.33326594,AKAP17A,protein_coding
4045,ENSG00000104998,0.33644353,-5.482055769,IL27RA,protein_coding
3403,ENSG00000286274,0.336344451,-4.538727856,NA,lncRNA
3042,ENSG00000213918,0.336183186,-4.101666978,DNASE1,protein_coding
381,ENSG00000186471,0.336153882,2.315161005,AKAP14,protein_coding
94,ENSG00000276131,0.336146655,3.983944252,NA,lncRNA
3751,ENSG00000255717,0.336107451,-5.01871823,SNHG1,lncRNA
1484,ENSG00000076604,0.336100215,-2.664108409,TRAF4,protein_coding
3464,ENSG00000110013,0.336070192,-4.611444264,SIAE,protein_coding
2214,ENSG00000100889,0.335983671,-3.270261882,PCK2,protein_coding
6271,ENSG00000125449,0.335742028,-27.13249838,ARMC7,protein_coding
6066,ENSG00000292343,0.33554555,-14.35757848,AKAP17A,protein_coding
3539,ENSG00000127948,0.335364608,-4.719523663,POR,protein_coding
4729,ENSG00000148429,0.335228558,-6.785536787,USP6NL,protein_coding
4202,ENSG00000168066,0.335102726,-5.700416947,SF1,protein_coding
6205,ENSG00000169032,0.334940796,-18.93984747,MAP2K1,protein_coding
1958,ENSG00000071889,0.334742694,-3.071410586,FAM3A,protein_coding
1010,ENSG00000285982,0.334703462,-2.323081217,NA,protein_coding
6261,ENSG00000167291,0.334576199,-25.23210945,TBC1D16,protein_coding
3612,ENSG00000165810,0.334207611,-4.81662803,BTNL9,protein_coding
415,ENSG00000186493,0.3340962,2.20460904,IRX2-DT,lncRNA
1335,ENSG00000172725,0.334089088,-2.558687924,CORO1B,protein_coding
3243,ENSG00000275074,0.33399448,-4.348540227,NUDT18,protein_coding
5177,ENSG00000183655,0.333977162,-8.071756244,KLHL25,protein_coding
5762,ENSG00000183077,0.333883221,-10.7794289,AFMID,protein_coding
1967,ENSG00000116157,0.333252242,-3.076450029,GPX7,protein_coding
2857,ENSG00000168002,0.333176323,-3.904842815,POLR2G,protein_coding
2339,ENSG00000205643,0.333029087,-3.376052678,CDPF1,protein_coding
308,ENSG00000230040,0.332328959,2.581635546,LINC00364,lncRNA
872,ENSG00000289455,0.332045289,-2.241505291,NA,lncRNA
2850,ENSG00000112053,0.331903864,-3.899413149,SLC26A8,protein_coding
2364,ENSG00000107140,0.331664167,-3.405639024,TESK1,protein_coding
1518,ENSG00000236287,0.331522444,-2.69122766,ZBED5,protein_coding
1896,ENSG00000288930,0.331159873,-3.01493513,NA,lncRNA
1057,ENSG00000166938,0.331131472,-2.357360997,DIS3L,protein_coding
853,ENSG00000172889,0.331108186,-2.22782207,EGFL7,protein_coding
2095,ENSG00000236782,0.331024017,-3.176401631,ZNF593OS,protein_coding
4392,ENSG00000136720,0.330890871,-6.036577388,HS6ST1,protein_coding
2301,ENSG00000163686,0.330836378,-3.351282508,ABHD6,protein_coding
1301,ENSG00000137575,0.330635424,-2.539784794,SDCBP,protein_coding
3825,ENSG00000291136,0.330568213,-5.10111861,NA,lncRNA
391,ENSG00000275713,0.330434677,2.290612198,H2BC9,protein_coding
1059,ENSG00000153015,0.330229468,-2.359541932,CWC27,protein_coding
665,ENSG00000287808,0.330195213,-2.108477895,DHX9-AS1,lncRNA
2869,ENSG00000117362,0.3301889,-3.921835672,APH1A,protein_coding
5253,ENSG00000162032,0.330178333,-8.342539947,SPSB3,protein_coding
4106,ENSG00000117305,0.329854788,-5.571636534,HMGCL,protein_coding
278,ENSG00000286070,0.329813511,2.675458343,NA,protein_coding
528,ENSG00000293382,0.32980753,-2.018326716,GPR199P,lncRNA
4158,ENSG00000136807,0.329772304,-5.648266112,CDK9,protein_coding
3107,ENSG00000169519,0.329522095,-4.199864506,METTL15,protein_coding
2304,ENSG00000128309,0.329427593,-3.353459783,MPST,protein_coding
4675,ENSG00000166598,0.329123595,-6.651893413,HSP90B1,protein_coding
5772,ENSG00000171551,0.329085176,-10.89058633,ECEL1,protein_coding
2879,ENSG00000090581,0.328977248,-3.928592689,GNPTG,protein_coding
3782,ENSG00000197291,0.328817078,-5.048079122,RAMP2-AS1,lncRNA
1567,ENSG00000291178,0.328711663,-2.733561999,NA,lncRNA
82,ENSG00000111678,0.328433655,4.125196594,C12orf57,protein_coding
4446,ENSG00000004139,0.328359318,-6.143324379,SARM1,protein_coding
3206,ENSG00000213337,0.328247006,-4.306295068,ANKRD39,protein_coding
2938,ENSG00000213380,0.32795808,-3.993631902,COG8,protein_coding
966,ENSG00000230074,0.327657752,-2.295601607,NA,lncRNA
1963,ENSG00000167131,0.327562588,-3.073943937,CCDC103,protein_coding
2454,ENSG00000261790,0.327513552,-3.492180018,NA,lncRNA
4929,ENSG00000127554,0.327512374,-7.275094135,GFER,protein_coding
1011,ENSG00000258744,0.327496741,-2.323618349,NA,lncRNA
4627,ENSG00000179862,0.327266844,-6.526682296,CITED4,protein_coding
619,ENSG00000129235,0.327244462,-2.080740808,TXNDC17,protein_coding
4081,ENSG00000046653,0.327192223,-5.536975315,GPM6B,protein_coding
4450,ENSG00000163527,0.326963012,-6.150077929,STT3B,protein_coding
4623,ENSG00000113108,0.326655764,-6.51350547,APBB3,protein_coding
3745,ENSG00000101246,0.326652094,-5.012185484,ARFRP1,protein_coding
916,ENSG00000128298,0.326537426,-2.264217659,BAIAP2L2,protein_coding
852,ENSG00000162068,0.326400012,-2.227599501,NTN3,protein_coding
2155,ENSG00000140564,0.326296578,-3.231044241,FURIN,protein_coding
5602,ENSG00000167967,0.326142198,-9.845347344,E4F1,protein_coding
3864,ENSG00000135048,0.325981965,-5.180829963,CEMIP2,protein_coding
2666,ENSG00000197021,0.32588168,-3.715460163,EOLA2,protein_coding
2166,ENSG00000115446,0.325788618,-3.239208709,UNC50,protein_coding
5150,ENSG00000068028,0.325610062,-7.973130854,RASSF1,protein_coding
4036,ENSG00000072849,0.32559461,-5.467907371,DERL2,protein_coding
5660,ENSG00000255135,0.325351964,-10.16741679,EMSY-DT,lncRNA
1868,ENSG00000166016,0.325318693,-2.988702625,ABTB2,protein_coding
5145,ENSG00000166845,0.325025292,-7.955982869,C18orf54,protein_coding
3358,ENSG00000167800,0.324783448,-4.489013266,TBX10,protein_coding
2031,ENSG00000185917,0.324711937,-3.13025339,SETD4,protein_coding
1946,ENSG00000116815,0.32449644,-3.062805603,CD58,protein_coding
503,ENSG00000235296,0.324044513,-2.005801682,NA,lncRNA
2326,ENSG00000117593,0.323766165,-3.368494289,DARS2,protein_coding
1051,ENSG00000105426,0.323361112,-2.352923167,PTPRS,protein_coding
351,ENSG00000235169,0.323359446,2.405479768,SMIM1,protein_coding
3398,ENSG00000181035,0.323147683,-4.532228028,SLC25A42,protein_coding
1932,ENSG00000108179,0.322565574,-3.04899268,PPIF,protein_coding
3116,ENSG00000154655,0.322500981,-4.20789229,L3MBTL4,protein_coding
642,ENSG00000123612,0.322469418,-2.094927951,ACVR1C,protein_coding
2262,ENSG00000267673,0.32231122,-3.315693572,FDX2,protein_coding
5002,ENSG00000087157,0.322008719,-7.495664235,PGS1,protein_coding
3721,ENSG00000108679,0.321878934,-4.985317719,LGALS3BP,protein_coding
3081,ENSG00000140543,0.321808913,-4.162504846,DET1,protein_coding
4930,ENSG00000178921,0.321619812,-7.275211508,PFAS,protein_coding
3111,ENSG00000158615,0.321321421,-4.203778624,PPP1R15B,protein_coding
3634,ENSG00000249637,0.321256796,-4.842726787,ANKHD1-DT,lncRNA
1326,ENSG00000223797,0.32116913,-2.552786161,ENTPD3-AS1,lncRNA
2418,ENSG00000102805,0.320903677,-3.458160379,CLN5,protein_coding
441,ENSG00000259431,0.320785091,2.137457471,THTPA,protein_coding
4225,ENSG00000136878,0.320719944,-5.723878335,USP20,protein_coding
2667,ENSG00000197756,0.320586749,-3.716893608,RPL37A,protein_coding
5674,ENSG00000240445,0.320413572,-10.2009937,FOXO3B,protein_coding
3675,ENSG00000254681,0.320337972,-4.901228861,PKD1P5,transcribed_unprocessed_pseudogene
2683,ENSG00000218891,0.320256299,-3.738503138,ZNF579,protein_coding
2435,ENSG00000181409,0.320159137,-3.47614303,AATK,protein_coding
584,ENSG00000148290,0.319876511,-2.053556743,SURF1,protein_coding
2351,ENSG00000184436,0.319665159,-3.386756109,THAP7,protein_coding
3753,ENSG00000129933,0.319519822,-5.021813032,MAU2,protein_coding
3883,ENSG00000291043,0.319371429,-5.219677303,GLUD1P3,lncRNA
4173,ENSG00000258779,0.319350887,-5.66248289,LINC01568,lncRNA
1136,ENSG00000122756,0.319301889,-2.412621005,CNTFR,protein_coding
1526,ENSG00000101444,0.319166639,-2.703193732,AHCY,protein_coding
3501,ENSG00000162298,0.319066359,-4.671631429,SYVN1,protein_coding
2372,ENSG00000273723,0.318848646,-3.413270985,SUGT1-DT,lncRNA
4388,ENSG00000125826,0.318586022,-6.031318464,RBCK1,protein_coding
5447,ENSG00000293188,0.318122355,-9.151339597,NA,lncRNA
2467,ENSG00000276248,0.318031406,-3.507216751,NA,lncRNA
2877,ENSG00000104886,0.317973766,-3.928428275,PLEKHJ1,protein_coding
2240,ENSG00000162063,0.317615845,-3.293583065,CCNF,protein_coding
2732,ENSG00000166166,0.317593123,-3.785947971,TRMT61A,protein_coding
4845,ENSG00000090661,0.317555477,-7.059680816,CERS4,protein_coding
